serie,season,number,episode,year,genre,runtime,votes,rating
Agents of S.H.I.E.L.D.,2,2,Heavy Is the Head,2014,"Action,Adventure,Drama",42,3760,7.9
Agents of S.H.I.E.L.D.,2,3,Making Friends and Influencing People,2014,"Action,Adventure,Drama",43,3655,8.0
Agents of S.H.I.E.L.D.,2,4,Face My Enemy,2014,"Action,Adventure,Drama",42,3623,8.1
Agents of S.H.I.E.L.D.,2,5,A Hen in the Wolf House,2014,"Action,Adventure,Drama",44,3841,8.6
Agents of S.H.I.E.L.D.,2,6,A Fractured House,2014,"Action,Adventure,Drama",41,3549,8.1
Agents of S.H.I.E.L.D.,2,7,The Writing on the Wall,2014,"Action,Adventure,Drama",42,3571,8.3
Agents of S.H.I.E.L.D.,2,8,The Things We Bury,2014,"Action,Adventure,Drama",44,3659,8.5
Agents of S.H.I.E.L.D.,2,9,...Ye Who Enter Here,2014,"Action,Adventure,Drama",43,3523,8.4
Agents of S.H.I.E.L.D.,2,10,What They Become,2014,"Action,Adventure,Drama",43,4996,9.1
Agents of S.H.I.E.L.D.,2,11,Aftershocks,2015,"Action,Adventure,Drama",43,3531,8.3
Agents of S.H.I.E.L.D.,2,12,Who You Really Are,2015,"Action,Adventure,Drama",42,3342,8.0
Agents of S.H.I.E.L.D.,2,13,One of Us,2015,"Action,Adventure,Drama",43,3236,7.8
Agents of S.H.I.E.L.D.,2,14,Love in the Time of HYDRA,2015,"Action,Adventure,Drama",44,3277,7.6
Agents of S.H.I.E.L.D.,2,15,One Door Closes,2015,"Action,Adventure,Drama",42,3447,8.5
Agents of S.H.I.E.L.D.,2,16,Afterlife,2015,"Action,Adventure,Drama",44,3392,8.1
Agents of S.H.I.E.L.D.,2,17,Melinda,2015,"Action,Adventure,Drama",42,3585,8.4
Agents of S.H.I.E.L.D.,2,18,Frenemy of My Enemy,2015,"Action,Adventure,Drama",43,3311,8.4
Agents of S.H.I.E.L.D.,2,19,The Dirty Half Dozen,2015,"Action,Adventure,Drama",42,3652,8.7
Agents of S.H.I.E.L.D.,2,20,Scars,2015,"Action,Adventure,Drama",44,3283,8.4
Agents of S.H.I.E.L.D.,2,21,S.O.S. Part One,2015,"Action,Adventure,Drama",43,4114,8.9
Agents of S.H.I.E.L.D.,2,22,S.O.S. Part Two,2015,"Action,Adventure,Drama",43,4909,9.3
Agents of S.H.I.E.L.D.,3,1,Laws of Nature,2015,"Action,Adventure,Drama",44,3762,8.5
Agents of S.H.I.E.L.D.,3,2,Purpose in the Machine,2015,"Action,Adventure,Drama",43,3423,8.5
Agents of S.H.I.E.L.D.,3,3,A Wanted (Inhu)Man,2015,"Action,Adventure,Drama",42,3073,7.9
Agents of S.H.I.E.L.D.,3,4,Devils You Know,2015,"Action,Adventure,Drama",43,3022,8.1
Agents of S.H.I.E.L.D.,3,5,"4,722 Hours",2015,"Action,Adventure,Drama",43,5512,9.2
Agents of S.H.I.E.L.D.,3,6,Among Us Hide...,2015,"Action,Adventure,Drama",42,3030,8.2
Agents of S.H.I.E.L.D.,3,7,Chaos Theory,2015,"Action,Adventure,Drama",43,2987,8.3
Agents of S.H.I.E.L.D.,3,8,"Many Heads, One Tale",2015,"Action,Adventure,Drama",43,3280,8.8
Agents of S.H.I.E.L.D.,3,9,Closure,2015,"Action,Adventure,Drama",43,3323,8.9
Agents of S.H.I.E.L.D.,3,10,Maveth,2015,"Action,Adventure,Drama",42,3556,9.0
Agents of S.H.I.E.L.D.,3,11,Bouncing Back,2016,"Action,Adventure,Drama",43,2769,8.0
Agents of S.H.I.E.L.D.,3,12,The Inside Man,2016,"Action,Adventure,Drama",43,2710,7.9
Agents of S.H.I.E.L.D.,3,13,Parting Shot,2016,"Action,Adventure,Drama",42,3447,8.6
Agents of S.H.I.E.L.D.,3,14,Watchdogs,2016,"Action,Adventure,Drama",42,2765,7.5
Agents of S.H.I.E.L.D.,3,15,Spacetime,2016,"Action,Adventure,Drama",43,2969,8.5
Agents of S.H.I.E.L.D.,3,16,Paradise Lost,2016,"Action,Adventure,Drama",43,2674,8.0
Agents of S.H.I.E.L.D.,3,17,The Team,2016,"Action,Adventure,Drama",43,3110,8.8
Agents of S.H.I.E.L.D.,3,18,The Singularity,2016,"Action,Adventure,Drama",42,2713,8.1
Agents of S.H.I.E.L.D.,3,19,Failed Experiments,2016,"Action,Adventure,Drama",41,2637,8.1
Agents of S.H.I.E.L.D.,3,20,Emancipation,2016,"Action,Adventure,Drama",43,2724,8.4
Agents of S.H.I.E.L.D.,3,21,Absolution,2016,"Action,Adventure,Drama",43,2796,8.5
Agents of S.H.I.E.L.D.,3,22,Ascension,2016,"Action,Adventure,Drama",43,3294,8.9
Agents of S.H.I.E.L.D.,4,1,The Ghost,2016,"Action,Adventure,Drama",43,3364,8.1
Agents of S.H.I.E.L.D.,4,2,Meet the New Boss,2016,"Action,Adventure,Drama",43,2872,7.9
Agents of S.H.I.E.L.D.,4,3,Uprising,2016,"Action,Adventure,Drama",42,2780,8.1
Agents of S.H.I.E.L.D.,4,4,Let Me Stand Next to Your Fire,2016,"Action,Adventure,Drama",43,2777,8.4
Agents of S.H.I.E.L.D.,4,5,Lockup,2016,"Action,Adventure,Drama",42,2644,8.1
Agents of S.H.I.E.L.D.,4,6,The Good Samaritan,2016,"Action,Adventure,Drama",41,2969,8.7
Agents of S.H.I.E.L.D.,4,7,Deals with Our Devils,2016,"Action,Adventure,Drama",43,2823,8.7
Agents of S.H.I.E.L.D.,4,8,The Laws of Inferno Dynamics,2016,"Action,Adventure,Drama",42,2694,8.6
Agents of S.H.I.E.L.D.,4,9,Broken Promises,2017,"Action,Adventure,Drama",43,2542,8.2
Agents of S.H.I.E.L.D.,4,10,The Patriot,2017,"Action,Adventure,Drama",42,2489,8.0
Agents of S.H.I.E.L.D.,4,11,Wake Up,2017,"Action,Adventure,Drama",42,2492,8.3
Agents of S.H.I.E.L.D.,4,12,Hot Potato Soup,2017,"Action,Adventure,Drama",42,2494,8.0
Agents of S.H.I.E.L.D.,4,13,BOOM,2017,"Action,Adventure,Drama",43,2465,7.9
Agents of S.H.I.E.L.D.,4,14,The Man Behind the Shield,2017,"Action,Adventure,Drama",42,2515,8.1
Agents of S.H.I.E.L.D.,4,15,Self Control,2017,"Action,Adventure,Drama",43,5073,9.4
Agents of S.H.I.E.L.D.,4,16,What If...,2017,"Action,Adventure,Drama",42,3345,9.0
Agents of S.H.I.E.L.D.,4,17,Identity and Change,2017,"Action,Adventure,Drama",43,2891,8.8
Agents of S.H.I.E.L.D.,4,18,No Regrets,2017,"Action,Adventure,Drama",43,2994,8.9
Agents of S.H.I.E.L.D.,4,19,All the Madame's Men,2017,"Action,Adventure,Drama",43,2722,8.6
Agents of S.H.I.E.L.D.,4,20,"Farewell, Cruel World!",2017,"Action,Adventure,Drama",41,2923,9.0
Agents of S.H.I.E.L.D.,4,21,The Return,2017,"Action,Adventure,Drama",43,2969,9.0
Agents of S.H.I.E.L.D.,4,22,World's End,2017,"Action,Adventure,Drama",43,3230,9.0
Agents of S.H.I.E.L.D.,5,1,Orientation: Part 1,2017,"Action,Adventure,Drama",42,3416,8.8
Agents of S.H.I.E.L.D.,5,2,Orientation: Part 2,2017,"Action,Adventure,Drama",43,3065,8.5
Agents of S.H.I.E.L.D.,5,3,A Life Spent,2017,"Action,Adventure,Drama",42,2688,8.0
Agents of S.H.I.E.L.D.,5,4,A Life Earned,2017,"Action,Adventure,Drama",43,2620,8.1
Agents of S.H.I.E.L.D.,5,5,Rewind,2017,"Action,Adventure,Drama",42,3445,9.0
Agents of S.H.I.E.L.D.,5,6,Fun & Games,2018,"Action,Adventure,Drama",42,2886,8.8
Agents of S.H.I.E.L.D.,5,7,Together or Not at All,2018,"Action,Adventure,Drama",40,2489,8.2
Agents of S.H.I.E.L.D.,5,8,The Last Day,2018,"Action,Adventure,Drama",42,2540,8.2
Agents of S.H.I.E.L.D.,5,9,Best Laid Plans,2018,"Action,Adventure,Drama",41,2379,8.2
Agents of S.H.I.E.L.D.,5,10,Past Life,2018,"Action,Adventure,Drama",42,2558,8.5
Agents of S.H.I.E.L.D.,5,11,All the Comforts of Home,2018,"Action,Adventure,Drama",42,2450,8.3
Agents of S.H.I.E.L.D.,5,12,The Real Deal,2018,"Action,Adventure,Drama",43,3334,9.1
Agents of S.H.I.E.L.D.,5,13,Principia,2018,"Action,Adventure,Drama",42,2314,8.0
Agents of S.H.I.E.L.D.,5,14,The Devil Complex,2018,"Action,Adventure,Drama",42,3039,9.0
Agents of S.H.I.E.L.D.,5,15,Rise and Shine,2018,"Action,Adventure,Drama",43,2346,8.4
Agents of S.H.I.E.L.D.,5,16,Inside Voices,2018,"Action,Adventure,Drama",42,2217,8.1
Agents of S.H.I.E.L.D.,5,17,The Honeymoon,2018,"Action,Adventure,Drama",42,2185,8.0
Agents of S.H.I.E.L.D.,5,18,All Roads Lead...,2018,"Action,Adventure,Drama",41,2185,8.2
Agents of S.H.I.E.L.D.,5,19,Option Two,2018,"Action,Adventure,Drama",42,2257,8.5
Agents of S.H.I.E.L.D.,5,20,The One Who Will Save Us All,2018,"Action,Adventure,Drama",42,2195,8.1
Agents of S.H.I.E.L.D.,5,21,The Force of Gravity,2018,"Action,Adventure,Drama",43,2225,8.4
Agents of S.H.I.E.L.D.,5,22,The End,2018,"Action,Adventure,Drama",43,3360,9.1
Agents of S.H.I.E.L.D.,6,1,Missing Pieces,2019,"Action,Adventure,Drama",42,2485,7.9
Agents of S.H.I.E.L.D.,6,2,Window of Opportunity,2019,"Action,Adventure,Drama",43,2126,7.9
Agents of S.H.I.E.L.D.,6,3,Fear and Loathing on the Planet of Kitson,2019,"Action,Adventure,Drama",43,2514,8.3
Agents of S.H.I.E.L.D.,6,4,Code Yellow,2019,"Action,Adventure,Drama",41,2157,7.7
Agents of S.H.I.E.L.D.,6,5,The Other Thing,2019,"Action,Adventure,Drama",42,1964,7.9
Agents of S.H.I.E.L.D.,6,6,Inescapable,2019,"Action,Adventure,Drama",42,2922,8.8
Agents of S.H.I.E.L.D.,6,7,Toldja,2019,"Action,Adventure,Drama",42,1898,7.8
Agents of S.H.I.E.L.D.,6,8,Collision Course (Part I),2019,"Action,Adventure,Drama",42,1885,8.3
Agents of S.H.I.E.L.D.,6,9,Collision Course (Part II),2019,"Action,Adventure,Drama",42,1916,8.4
Agents of S.H.I.E.L.D.,6,10,Leap,2019,"Action,Adventure,Drama",42,1928,8.4
Agents of S.H.I.E.L.D.,6,11,From the Ashes,2019,"Action,Adventure,Drama",42,1774,8.0
Agents of S.H.I.E.L.D.,6,12,The Sign,2019,"Action,Adventure,Drama",41,1808,8.3
Agents of S.H.I.E.L.D.,6,13,New Life,2019,"Action,Adventure,Drama",43,2066,8.5
Agents of S.H.I.E.L.D.,7,1,The New Deal,2020,"Action,Adventure,Drama",43,2326,8.2
Agents of S.H.I.E.L.D.,7,2,Know Your Onions,2020,"Action,Adventure,Drama",42,2078,8.0
Agents of S.H.I.E.L.D.,7,3,Alien Commies from the Future!,2020,"Action,Adventure,Drama",42,2138,8.4
Agents of S.H.I.E.L.D.,7,4,Out of the Past,2020,"Action,Adventure,Drama",43,2251,8.6
Agents of S.H.I.E.L.D.,7,5,A Trout in the Milk,2020,"Action,Adventure,Drama",42,2004,8.3
Agents of S.H.I.E.L.D.,7,6,Adapt or Die,2020,"Action,Adventure,Drama",43,1935,8.3
Agents of S.H.I.E.L.D.,7,7,The Totally Excellent Adventures of Mack and the D,2020,"Action,Adventure,Drama",43,2312,7.8
Agents of S.H.I.E.L.D.,7,8,"After, Before",2020,"Action,Adventure,Drama",42,1910,7.8
Agents of S.H.I.E.L.D.,7,9,As I Have Always Been,2020,"Action,Adventure,Drama",43,4021,9.5
Agents of S.H.I.E.L.D.,7,10,Stolen,2020,"Action,Adventure,Drama",41,1817,8.0
Agents of S.H.I.E.L.D.,7,11,Brand New Day,2020,"Action,Adventure,Drama",43,1781,8.2
Agents of S.H.I.E.L.D.,7,12,The End Is at Hand,2020,"Action,Adventure,Drama",43,2175,8.9
Agents of S.H.I.E.L.D.,7,13,What We're Fighting For,2020,"Action,Adventure,Drama",43,3314,9.3
American Horror Story,1,1,Pilot,2011,"Drama,Horror,Sci-Fi",51,9175,7.9
American Horror Story,1,2,Home Invasion,2011,"Drama,Horror,Sci-Fi",43,7017,7.9
American Horror Story,1,3,Murder House,2011,"Drama,Horror,Sci-Fi",42,6906,8.0
American Horror Story,1,4,Halloween: Part 1,2011,"Drama,Horror,Sci-Fi",39,6463,8.1
American Horror Story,1,5,Halloween: Part 2,2011,"Drama,Horror,Sci-Fi",41,6282,8.1
American Horror Story,1,6,Piggy Piggy,2011,"Drama,Horror,Sci-Fi",44,6110,7.9
American Horror Story,1,7,Open House,2011,"Drama,Horror,Sci-Fi",41,6057,7.8
American Horror Story,1,8,Rubber Man,2011,"Drama,Horror,Sci-Fi",43,5757,7.9
American Horror Story,1,9,Spooky Little Girl,2011,"Drama,Horror,Sci-Fi",40,5679,7.8
American Horror Story,1,10,Smoldering Children,2011,"Drama,Horror,Sci-Fi",42,6053,8.4
American Horror Story,1,11,Birth,2011,"Drama,Horror,Sci-Fi",42,5905,8.3
American Horror Story,1,12,Afterbirth,2011,"Drama,Horror,Sci-Fi",52,6096,7.9
American Horror Story,2,1,Welcome to Briarcliff,2012,"Drama,Horror,Sci-Fi",44,6829,8.2
American Horror Story,2,2,Tricks and Treats,2012,"Drama,Horror,Sci-Fi",44,5729,8.3
American Horror Story,2,3,Nor'easter,2012,"Drama,Horror,Sci-Fi",41,5422,8.2
American Horror Story,2,4,I Am Anne Frank: Part 1,2012,"Drama,Horror,Sci-Fi",42,5314,8.2
American Horror Story,2,5,I Am Anne Frank: Part 2,2012,"Drama,Horror,Sci-Fi",42,5923,8.7
American Horror Story,2,6,The Origins of Monstrosity,2012,"Drama,Horror,Sci-Fi",41,5018,8.1
American Horror Story,2,7,Dark Cousin,2012,"Drama,Horror,Sci-Fi",42,4992,8.2
American Horror Story,2,8,Unholy Night,2012,"Drama,Horror,Sci-Fi",40,5354,8.5
American Horror Story,2,9,The Coat Hanger,2012,"Drama,Horror,Sci-Fi",40,4942,8.2
American Horror Story,2,10,The Name Game,2013,"Drama,Horror,Sci-Fi",40,6667,8.8
American Horror Story,2,11,Spilt Milk,2013,"Drama,Horror,Sci-Fi",45,5096,8.3
American Horror Story,2,12,Continuum,2013,"Drama,Horror,Sci-Fi",43,5055,7.8
American Horror Story,2,13,Madness Ends,2013,"Drama,Horror,Sci-Fi",46,6301,8.7
American Horror Story,3,1,Bitchcraft,2013,"Drama,Horror,Sci-Fi",49,6969,8.3
American Horror Story,3,2,Boy Parts,2013,"Drama,Horror,Sci-Fi",41,5167,7.9
American Horror Story,3,3,The Replacements,2013,"Drama,Horror,Sci-Fi",51,5037,8.1
American Horror Story,3,4,Fearful Pranks Ensue,2013,"Drama,Horror,Sci-Fi",43,4883,8.2
American Horror Story,3,5,"Burn, Witch. Burn!",2013,"Drama,Horror,Sci-Fi",40,4873,8.2
American Horror Story,3,6,The Axeman Cometh,2013,"Drama,Horror,Sci-Fi",41,4562,7.8
American Horror Story,3,7,The Dead,2013,"Drama,Horror,Sci-Fi",48,4474,7.8
American Horror Story,3,8,The Sacred Taking,2013,"Drama,Horror,Sci-Fi",44,4382,7.8
American Horror Story,3,9,Head,2013,"Drama,Horror,Sci-Fi",43,4936,8.3
American Horror Story,3,10,The Magical Delights of Stevie Nicks,2014,"Drama,Horror,Sci-Fi",45,4533,7.7
American Horror Story,3,11,Protect the Coven,2014,"Drama,Horror,Sci-Fi",45,4345,7.7
American Horror Story,3,12,Go to Hell,2014,"Drama,Horror,Sci-Fi",45,4451,8.1
American Horror Story,3,13,The Seven Wonders,2014,"Drama,Horror,Sci-Fi",48,5295,7.7
American Horror Story,4,1,Monsters Among Us,2014,"Drama,Horror,Sci-Fi",61,6601,8.1
American Horror Story,4,2,Massacres and Matinees,2014,"Drama,Horror,Sci-Fi",53,4582,7.8
American Horror Story,4,3,Edward Mordrake: Part 1,2014,"Drama,Horror,Sci-Fi",57,4432,8.0
American Horror Story,4,4,Edward Mordrake: Part 2,2014,"Drama,Horror,Sci-Fi",45,4892,8.6
American Horror Story,4,5,Pink Cupcakes,2014,"Drama,Horror,Sci-Fi",47,4011,7.7
American Horror Story,4,6,Bullseye,2014,"Drama,Horror,Sci-Fi",48,3935,7.4
American Horror Story,4,7,Test of Strength,2014,"Drama,Horror,Sci-Fi",47,3851,7.6
American Horror Story,4,8,Blood Bath,2014,"Drama,Horror,Sci-Fi",46,3813,7.8
American Horror Story,4,9,Tupperware Party Massacre,2014,"Drama,Horror,Sci-Fi",44,3683,7.7
American Horror Story,4,10,Orphans,2014,"Drama,Horror,Sci-Fi",53,5073,8.7
American Horror Story,4,11,Magical Thinking,2015,"Drama,Horror,Sci-Fi",46,3686,7.8
American Horror Story,4,12,Show Stoppers,2015,"Drama,Horror,Sci-Fi",44,3876,8.1
American Horror Story,4,13,Curtain Call,2015,"Drama,Horror,Sci-Fi",53,4304,8.0
American Horror Story,5,1,Checking In,2015,"Drama,Horror,Sci-Fi",62,6626,7.9
American Horror Story,5,2,Chutes and Ladders,2015,"Drama,Horror,Sci-Fi",74,4462,7.8
American Horror Story,5,3,Mommy,2015,"Drama,Horror,Sci-Fi",56,3803,7.5
American Horror Story,5,4,Devil's Night,2015,"Drama,Horror,Sci-Fi",50,4052,8.0
American Horror Story,5,5,Room Service,2015,"Drama,Horror,Sci-Fi",50,3690,7.8
American Horror Story,5,6,Room 33,2015,"Drama,Horror,Sci-Fi",54,3454,7.6
American Horror Story,5,7,Flicker,2015,"Drama,Horror,Sci-Fi",45,3535,7.9
American Horror Story,5,8,The Ten Commandments Killer,2015,"Drama,Horror,Sci-Fi",48,3356,7.8
American Horror Story,5,9,She Wants Revenge,2015,"Drama,Horror,Sci-Fi",47,3120,7.5
American Horror Story,5,10,She Gets Revenge,2015,"Drama,Horror,Sci-Fi",52,3266,7.9
American Horror Story,5,11,Battle Royale,2016,"Drama,Horror,Sci-Fi",49,3153,8.0
American Horror Story,5,12,Be Our Guest,2016,"Drama,Horror,Sci-Fi",52,3577,7.7
American Horror Story,6,1,Chapter 1,2016,"Drama,Horror,Sci-Fi",42,5240,7.7
American Horror Story,6,2,Chapter 2,2016,"Drama,Horror,Sci-Fi",41,3834,7.5
American Horror Story,6,3,Chapter 3,2016,"Drama,Horror,Sci-Fi",44,3647,7.8
American Horror Story,6,4,Chapter 4,2016,"Drama,Horror,Sci-Fi",41,3590,7.9
American Horror Story,6,5,Chapter 5,2016,"Drama,Horror,Sci-Fi",40,3732,8.1
American Horror Story,6,6,Chapter 6,2016,"Drama,Horror,Sci-Fi",41,4255,8.3
American Horror Story,6,7,Chapter 7,2016,"Drama,Horror,Sci-Fi",40,3677,8.0
American Horror Story,6,8,Chapter 8,2016,"Drama,Horror,Sci-Fi",40,3236,7.4
American Horror Story,6,9,Chapter 9,2016,"Drama,Horror,Sci-Fi",37,3311,7.5
American Horror Story,6,10,Chapter 10,2016,"Drama,Horror,Sci-Fi",41,3904,6.3
American Horror Story,7,1,Election Night,2017,"Drama,Horror,Sci-Fi",50,5664,6.6
American Horror Story,7,2,Don't Be Afraid of the Dark,2017,"Drama,Horror,Sci-Fi",48,3752,6.8
American Horror Story,7,3,Neighbors from Hell,2017,"Drama,Horror,Sci-Fi",44,3414,7.1
American Horror Story,7,4,11/9,2017,"Drama,Horror,Sci-Fi",51,3347,7.7
American Horror Story,7,5,Holes,2017,"Drama,Horror,Sci-Fi",42,3215,7.8
American Horror Story,7,6,Mid-Western Assassin,2017,"Drama,Horror,Sci-Fi",45,3182,8.0
American Horror Story,7,7,Valerie Solanas Died for Your Sins: Scumbag,2017,"Drama,Horror,Sci-Fi",45,3671,5.9
American Horror Story,7,8,Winter of Our Discontent,2017,"Drama,Horror,Sci-Fi",45,2824,7.3
American Horror Story,7,9,Drink the Kool-Aid,2017,"Drama,Horror,Sci-Fi",51,2916,7.8
American Horror Story,7,10,Charles (Manson) in Charge,2017,"Drama,Horror,Sci-Fi",50,2716,7.3
American Horror Story,7,11,Great Again,2017,"Drama,Horror,Sci-Fi",44,3079,7.0
American Horror Story,8,1,The End,2018,"Drama,Horror,Sci-Fi",44,5148,7.8
American Horror Story,8,2,The Morning After,2018,"Drama,Horror,Sci-Fi",43,4052,7.5
American Horror Story,8,3,Forbidden Fruit,2018,"Drama,Horror,Sci-Fi",44,4234,8.2
American Horror Story,8,4,Could It Be... Satan?,2018,"Drama,Horror,Sci-Fi",43,4672,8.7
American Horror Story,8,5,Boy Wonder,2018,"Drama,Horror,Sci-Fi",40,4074,8.4
American Horror Story,8,6,Return to Murder House,2018,"Drama,Horror,Sci-Fi",56,6508,9.2
American Horror Story,8,7,Traitor,2018,"Drama,Horror,Sci-Fi",45,3414,8.0
American Horror Story,8,8,Sojourn,2018,"Drama,Horror,Sci-Fi",39,3594,6.6
American Horror Story,8,9,Fire and Reign,2018,"Drama,Horror,Sci-Fi",38,3115,7.4
American Horror Story,8,10,Apocalypse Then,2018,"Drama,Horror,Sci-Fi",46,4044,7.9
American Horror Story,9,1,Camp Redwood,2019,"Drama,Horror,Sci-Fi",48,4866,7.9
American Horror Story,9,2,Mr. Jingles,2019,"Drama,Horror,Sci-Fi",41,3456,7.5
American Horror Story,9,3,Slashdance,2019,"Drama,Horror,Sci-Fi",39,3242,7.9
American Horror Story,9,4,True Killers,2019,"Drama,Horror,Sci-Fi",41,3113,8.0
American Horror Story,9,5,Red Dawn,2019,"Drama,Horror,Sci-Fi",39,2913,7.6
American Horror Story,9,6,Episode 100,2019,"Drama,Horror,Sci-Fi",40,2831,7.6
American Horror Story,9,7,The Lady in White,2019,"Drama,Horror,Sci-Fi",42,2882,8.0
American Horror Story,9,8,Rest in Pieces,2019,"Drama,Horror,Sci-Fi",38,2619,7.4
American Horror Story,9,9,Final Girl,2019,"Drama,Horror,Sci-Fi",47,3432,8.3
American Horror Story,10,1,Cape Fear,2021,"Drama,Horror,Sci-Fi",51,3996,7.9
American Horror Story,10,2,Pale,2021,"Drama,Horror,Sci-Fi",52,3470,8.2
American Horror Story,10,3,Thirst,2021,"Drama,Horror,Sci-Fi",50,3022,8.0
American Horror Story,10,4,Blood Buffet,2021,"Drama,Horror,Sci-Fi",43,2979,7.8
American Horror Story,10,5,Gaslight,2021,"Drama,Horror,Sci-Fi",62,3469,8.4
American Horror Story,10,6,Winter Kills,2021,"Drama,Horror,Sci-Fi",37,4132,4.9
American Horror Story,10,7,Take Me to Your Leader,2021,"Drama,Horror,Sci-Fi",40,3391,5.6
American Horror Story,10,8,Inside,2021,"Drama,Horror,Sci-Fi",40,2701,6.1
American Horror Story,10,9,Blue Moon,2021,"Drama,Horror,Sci-Fi",41,2515,5.3
American Horror Story,10,10,The Future Perfect,2021,"Drama,Horror,Sci-Fi",41,3402,3.9
American Horror Story,11,1,Something's Coming,2022,"Drama,Horror,Sci-Fi",43,2970,5.9
American Horror Story,11,2,Thank You For Your Service,2022,"Drama,Horror,Sci-Fi",42,2348,6.1
American Horror Story,11,3,Smoke Signals,2022,"Drama,Horror,Sci-Fi",38,1982,6.3
American Horror Story,11,4,Black Out,2022,"Drama,Horror,Sci-Fi",45,1899,6.2
American Horror Story,11,5,Bad Fortune,2022,"Drama,Horror,Sci-Fi",41,1766,6.2
American Horror Story,11,6,The Body,2022,"Drama,Horror,Sci-Fi",39,1763,6.4
American Horror Story,11,7,The Sentinel,2022,"Drama,Horror,Sci-Fi",35,1661,6.1
American Horror Story,11,8,Fire Island,2022,"Drama,Horror,Sci-Fi",38,1742,5.4
American Horror Story,11,9,Requiem 1981/1987: Part 1,2022,"Drama,Horror,Sci-Fi",43,2077,5.0
American Horror Story,11,10,Requiem 1981/1987: Part 2,2022,"Drama,Horror,Sci-Fi",33,2322,4.8
American Horror Story,12,1,Multiply Thy Pain,2023,"Drama,Horror,Sci-Fi",41,2697,5.6
American Horror Story,12,2,Rockabye,2023,"Drama,Horror,Sci-Fi",40,1954,5.9
American Horror Story,12,3,When the Bough Breaks,2023,"Drama,Horror,Sci-Fi",41,1734,5.6
American Horror Story,12,4,Vanishing Twin,2023,"Drama,Horror,Sci-Fi",38,1582,5.8
American Horror Story,12,5,Preech,2023,"Drama,Horror,Sci-Fi",40,1501,5.6
American Horror Story,12,6,Opening Night,2024,"Drama,Horror,Sci-Fi",44,1192,5.5
American Horror Story,12,7,Ave Hestia,2024,"Drama,Horror,Sci-Fi",38,1206,5.6
American Horror Story,12,8,Little Gold Man,2024,"Drama,Horror,Sci-Fi",33,1107,5.2
American Horror Story,12,9,The Auteur,2024,"Drama,Horror,Sci-Fi",31,1782,3.3
Arcane,1,1,Welcome to the Playground,2021,"Action,Adventure,Animation",43,35726,8.5
Arcane,1,2,Some Mysteries Are Better Left Unsolved,2021,"Action,Adventure,Animation",41,32093,8.5
Arcane,1,3,The Base Violence Necessary for Change,2021,"Action,Adventure,Animation",44,41579,9.7
Arcane,1,4,Happy Progress Day!,2021,"Action,Adventure,Animation",40,30122,8.7
Arcane,1,5,Everybody Wants to Be My Enemy,2021,"Action,Adventure,Animation",40,30066,8.9
Arcane,1,6,When These Walls Come Tumbling Down,2021,"Action,Adventure,Animation",42,31414,9.3
Arcane,1,7,The Boy Savior,2021,"Action,Adventure,Animation",40,31484,9.3
Arcane,1,8,Oil and Water,2021,"Action,Adventure,Animation",40,29971,9.2
Arcane,1,9,The Monster You Created,2021,"Action,Adventure,Animation",39,39004,9.7
Arcane,2,1,Heavy Is the Crown,2024,"Action,Adventure,Animation",40,32034,9.0
Arcane,2,2,Watch It All Burn,2024,"Action,Adventure,Animation",39,30356,9.0
Arcane,2,3,Finally Got the Name Right,2024,"Action,Adventure,Animation",40,32637,9.5
Arcane,2,4,Paint the Town Blue,2024,"Action,Adventure,Animation",39,30000,9.2
Arcane,2,5,Blisters and Bedrock,2024,"Action,Adventure,Animation",42,31655,9.5
Arcane,2,6,The Message Hidden Within the Pattern,2024,"Action,Adventure,Animation",39,39975,9.7
Arcane,2,7,Pretend Like It's the First Time,2024,"Action,Adventure,Animation",41,38446,9.5
Arcane,2,8,Killing Is a Cycle,2024,"Action,Adventure,Animation",40,34119,8.9
Arcane,2,9,The Dirt Under Your Nails,2024,"Action,Adventure,Animation",50,36273,9.3
Arrested Development,1,1,Pilot,2003,Comedy,21,4401,8.1
Arrested Development,1,2,Top Banana,2003,Comedy,22,3858,8.4
Arrested Development,1,3,Bringing Up Buster,2003,Comedy,22,3514,8.1
Arrested Development,1,4,Key Decisions,2003,Comedy,22,3355,8.3
Arrested Development,1,5,Charity Drive,2003,Comedy,21,3194,8.2
Arrested Development,1,6,Visiting Ours,2003,Comedy,21,3072,8.0
Arrested Development,1,7,In God We Trust,2003,Comedy,21,3020,8.1
Arrested Development,1,8,My Mother the Car,2003,Comedy,21,2955,8.0
Arrested Development,1,9,Storming the Castle,2004,Comedy,22,2918,8.3
Arrested Development,1,10,Pier Pressure,2004,Comedy,22,3747,9.0
Arrested Development,1,11,Public Relations,2004,Comedy,22,2913,8.2
Arrested Development,1,12,Marta Complex,2004,Comedy,22,2840,8.3
Arrested Development,1,13,Beef Consomme,2004,Comedy,22,2815,8.4
Arrested Development,1,14,Shock and Aww,2004,Comedy,22,2934,8.5
Arrested Development,1,15,Staff Infection,2004,Comedy,22,2740,8.1
Arrested Development,1,16,Altar Egos,2004,Comedy,22,2776,8.5
Arrested Development,1,17,Justice Is Blind,2004,Comedy,22,2917,8.7
Arrested Development,1,18,Missing Kitty,2004,Comedy,22,2638,8.2
Arrested Development,1,19,Best Man for the Gob,2004,Comedy,22,2622,8.0
